stockcode,description,category,revenue,qty_sold,orders,avg_price,cancel_rate,revenue_share
48189,Door Mat Friendship,Door,3420.2400000000002,468,179,8.16,0.36,0.0167
23014,Glass Apothecary Bottle Elixir,Glass,3419.5800000000004,856,209,4.86,1.4,0.0167
23388,Woodland Mini Backpack,Woodland,3411.34,816,152,4.64,0.0,0.0167
21191,Large White Honeycomb Paper Bell,Large,3408.61,1479,201,2.89,0.0,0.0166
21902,"Key Fob , Front  Door",Key,3408.03,5359,474,0.78,0.81,0.0166
21364,Peace Small Wood Letters,Peace,3407.7200000000003,468,167,7.62,1.18,0.0166
84472,Pink And Lilac Quilted Throw,Pink,3402.32,87,30,46.42,9.09,0.0166
37501,Tea Time Tea Set In Gift Box,Tea,3401.15,481,177,7.3,4.32,0.0166
22440,Balloon Water Bomb Pack Of 35,Balloon,3399.41,8523,292,0.45,1.32,0.0166
20983,12 Pencils Tall Tube Red Retrospot,12,3395.02,3922,383,0.93,0.76,0.0166
22059,Ceramic Strwberry Design Mug,Ceramic,3393.1,2347,215,1.89,4.22,0.0166
22459,Cast Iron Hook Garden Trowel,Cast,3389.74,1378,172,2.89,0.0,0.0166
44230,Square Mirror Curtain,Square,3381.62,347,53,9.16,7.02,0.0165
22428,Enamel Fire Bucket Cream,Enamel,3379.67,459,191,7.96,3.52,0.0165
21327,Skulls Writing Set,Skulls,3378.5099999999998,1926,495,2.0,0.0,0.0165
23188,Vintage  2 Metre Folding Ruler,Vintage,3374.0499999999997,1627,152,2.0,0.88,0.0165
22862,Love Heart Napkin Box,Love,3373.22,758,221,4.88,0.88,0.0165
22776,Sweetheart 3 Tier Cake Stand,Sweetheart,3371.58,284,158,12.07,6.86,0.0165
84508A,Camoflage Design Teddy,Camoflage,3368.92,1586,44,2.54,2.68,0.0165
22822,Cream Wall Planter Heart Shaped,Cream,3367.35,581,183,6.36,1.08,0.0164
22366,Door Mat Airmail,Door,3366.71,455,139,8.42,0.7,0.0164
21211,Set Of 72 Skull Paper  Doilies,Set,3365.64,2405,237,1.67,0.42,0.0164
84797A,Pink Hawaiian Picnic Hamper For 4,Pink,3361.25,481,44,11.1,0.0,0.0164
22223,Cake Plate Lovebird Pink,Cake,3359.66,726,175,5.41,0.56,0.0164
22477,Watering Can Garden Marker,Watering,3356.74,2414,276,1.65,0.36,0.0164
23239,Set Of 4 Knick Knack Tins Poppies,Set,3353.84,842,178,4.39,4.74,0.0164
22047,Empire Gift Wrap,Empire,3351.0,8250,261,0.42,1.14,0.0164
84968D,S/16 Vintage Red Cutlery,S/16,3349.7599999999998,287,38,14.49,0.93,0.0164
22167,"Wall Mirror , Diamante Oval Shape",Wall,3331.91,425,129,11.79,5.0,0.0163
21917,Set 12 Kids  White Chalk Sticks,Set,3324.22,8010,467,0.5,1.26,0.0162
22136,Love Heart Sock Hanger,Love,3322.22,1989,265,2.09,1.1,0.0162
22536,Magic Drawing Slate Purdey,Magic,3314.08,8443,351,0.46,0.53,0.0162
23065,Large Deco Jewellery Stand,Large,3302.44,263,95,13.0,1.0,0.0161
84813,Set Of 4 Diamond Napkin Rings,Set,3300.7599999999998,422,99,11.6,1.0,0.0161
21500,Pink Polkadot Wrap,Pink,3298.5,8125,260,0.42,0.0,0.0161
22176,Blue Owl Soft Toy,Blue,3297.9300000000003,1088,257,3.36,1.52,0.0161
22183,Cake Stand Victorian Filigree Med,Cake,3297.25,586,209,6.31,2.79,0.0161
20702,Pink Padded Mobile,Pink,3296.7,782,245,4.3,2.36,0.0161
21239,Pink  Polkadot Cup,Pink,3292.9,3685,382,1.12,1.17,0.0161
20681,Pink Spotty Childs Umbrella,Pink,3292.86,1000,206,3.69,4.19,0.0161
22122,Set Of 2 Fancy Font Tea Towels,Set,3290.0800000000004,1095,191,3.47,0.0,0.0161
37410,Black And White Paisley Flower Mug,Black,3288.65,25707,33,7.56,2.94,0.0161
22281,Easter Tree Yellow Birds,Easter,3285.86,511,149,8.12,1.97,0.016
22762,Cupboard 3 Drawer Ma Campagne,Cupboard,3276.62,204,133,17.34,5.0,0.016
23308,Set Of 60 Vintage Leaf Cake Cases,Set,3272.6099999999997,6139,382,0.69,0.0,0.016
22967,Set 3 Song Bird Paper Eggs Assorted,Set,3271.4100000000003,1171,138,3.01,2.82,0.016
22794,Sweetheart Wire Magazine Rack,Sweetheart,3271.35,389,209,8.88,1.88,0.016
84975,Heart Shaped Mirror,Heart,3266.4,1990,212,2.03,1.83,0.016
21467,Cherry Crochet Food Cover,Cherry,3263.75,1025,254,4.03,1.92,0.0159
84031B,Charlie Lola Blue Hot Water Bottle,Charlie,3263.03,839,271,4.7,0.72,0.0159
23395,Belle Jardiniere Cushion Cover,Belle,3257.08,748,210,4.92,2.31,0.0159
23053,Recycled Acapulco Mat Pink,Recycled,3254.32,364,164,9.82,0.61,0.0159
84510A,Set Of 4 English Rose Coasters,Set,3254.14,2402,474,1.68,0.62,0.0159
21477,String Of 20 Rose Lights,String,3248.94,273,45,14.87,15.09,0.0159
22059,Ceramic Strawberry Design Mug,Ceramic,3245.93,2593,243,1.67,4.22,0.0159
84849B,Fairy Soap Soap Holder,Fairy,3244.14,1936,293,2.02,0.68,0.0158
22419,Lipstick Pen Red,Lipstick,3242.59,6847,509,0.6,0.76,0.0158
21829,Dinosaur Keyrings Assorted,Dinosaur,3242.18,15035,409,0.26,1.2,0.0158
22792,Fluted Antique Candle Holder,Fluted,3241.1299999999997,3489,262,1.12,0.38,0.0158
22733,3D Traditional Christmas Stickers,3D,3238.49,2461,302,1.54,0.29,0.0158
18098C,Porcelain Butterfly Oil Burner,Porcelain,3231.13,1223,236,3.27,0.41,0.0158
23051,Recycled Acapulco Mat Blue,Recycled,3223.49,365,162,9.64,1.22,0.0157
20992,Jazz Hearts Purse Notebook,Jazz,3220.3999999999996,6151,433,0.69,0.0,0.0157
23230,Wrap Alphabet Design,Wrap,3217.92,7976,235,0.42,1.26,0.0157
21732,Red Hanging Metal Star Tlight Hldr,Red,3214.57,925,58,3.82,3.23,0.0157
21473,Sweetheart Cream Steel Table Rect,Sweetheart,3212.16,157,90,20.84,3.23,0.0157
22194,Black Diner Wall Clock,Black,3212.1,373,160,9.19,3.03,0.0157
84837,White Sweethearts Cabinet 4 Drawers,White,3210.04,251,143,13.43,0.0,0.0157
79323GR,Green Cherry Lights,Green,3209.36,532,83,7.1,30.83,0.0157
23393,Home Sweet Home Cushion Cover,Home,3207.91,801,229,4.48,2.53,0.0157
84596F,Small Marshmallows Pink Bowl,Small,3196.43,4720,600,0.85,0.16,0.0156
79164,Black Wine Glass,Black,3196.0099999999998,3653,91,6.56,6.12,0.0156
21986,Pack Of 12 Pink Spot Tissues,Pack,3194.19,8317,197,0.4,0.21,0.0156
21333,Classic White Frame,Classic,3192.09,1057,222,3.23,4.31,0.0156
21111,"Swiss Roll Towel, Chocolate  Spots",Swiss,3187.1600000000003,1379,214,3.5,0.92,0.0156
21830,Assorted Creepy Crawlies,Assorted,3185.6,7658,256,0.46,1.53,0.0156
21628,Triangular Pouffe Vintage,Triangular,3185.2799999999997,164,87,22.65,3.33,0.0156
21584,Retro Spot Small Tube Matches,Retro,3183.45,2005,131,1.65,0.81,0.0155
22503,Cabin Bag Vintage Paisley,Cabin,3178.02,141,54,25.08,10.0,0.0155
84968C,S/16 Vintage Pistachio Cutlery,S/16,3177.2999999999997,262,58,14.38,1.03,0.0155
21557,Set Of 6 Funky Beakers,Set,3169.3900000000003,932,302,4.15,0.33,0.0155
22863,Soap Dish Brocante,Soap,3166.61,1107,169,3.22,1.16,0.0155
21936,Red/White Spot Picnic Bag,Red/White,3164.59,1125,111,3.61,2.23,0.0155
21949,Set Of 6 Strawberry Chopsticks,Set,3164.18,2598,269,1.77,0.37,0.0155
22965,3 Traditional Biscuit Cutters  Set,3,3162.6400000000003,1488,250,2.34,1.87,0.0154
23342,Mint Diner Wall Clock,Mint,3159.41,371,162,8.84,0.61,0.0154
22702,Black And White Cat Bowl,Black,3156.3199999999997,1589,94,2.18,2.06,0.0154
82494l,Wooden Frame Antique White,Wooden,3155.93,378,86,8.22,0.0,0.0154
22700,Black And White Dog Bowl,Black,3155.4,1384,98,2.84,3.92,0.0154
84944,Set Of 6 Kashmir Folkart Baubles,Set,3153.88,1135,194,3.86,2.49,0.0154
21519,Gin & Tonic Diet Greeting Card,Gin,3149.93,7356,553,0.5,0.54,0.0154
23035,Drawer Knob Ceramic Ivory,Drawer,3147.79,2155,190,1.65,1.03,0.0154
23323,White Wicker Star,White,3146.78,1469,294,2.25,0.98,0.0154
22313,Office Mug Warmer Pink,Office,3146.07,985,137,4.27,1.42,0.0154
21705,Bag 500G Swirly Marbles,Bag,3145.7099999999996,2534,225,1.81,2.15,0.0154
21239,Pink  Spotty Cup,Pink,3145.4900000000002,3684,369,1.0,1.17,0.0154
21500,Pink Spots  Wrap,Pink,3144.5,7825,232,0.42,0.0,0.0154
22773,Green Drawer Knob Acrylic Edwardian,Green,3141.11,2368,226,1.54,0.43,0.0153
22325,Mobile Vintage Hearts,Mobile,3139.99,699,224,5.01,6.64,0.0153
21820,Glitter Heart Garland With Bells,Glitter,3132.39,795,180,4.69,1.6,0.0153
82578,Kitchen Metal Sign,Kitchen,3129.2400000000002,5595,704,0.71,0.28,0.0153
22095,Lads Only Tissue Box,Lads,3123.0299999999997,2978,284,1.39,2.34,0.0153
23346,Spaceboy Beaker,Spaceboy,3112.34,2628,184,1.52,0.53,0.0152
21352,Eucalyptus & Pinecone  Wreath,Eucalyptus,3110.28,880,158,5.29,2.45,0.0152
21272,Salle De Bain Hook,Salle,3109.83,2348,339,1.64,1.43,0.0152
22406,Money Box Kings Choice Design,Money,3104.35,2451,214,1.47,1.79,0.0152
22891,Tea For One Polkadot,Tea,3103.7,644,230,5.6,9.45,0.0152
22177,5 Hook Blackboard Organiser,5,3101.46,325,125,11.89,7.41,0.0151
22972,Children'S Spaceboy Mug,Children'S,3100.9399999999996,1810,238,2.0,3.17,0.0151
47504K,English Rose Garden Secateurs,English,3096.08,2654,312,1.87,1.55,0.0151
22572,Rocking Horse Green Christmas,Rocking,3087.18,3439,362,1.04,0.27,0.0151
20956,Porcelain T-Light Holders Assorted,Porcelain,3083.82,2338,236,1.76,1.63,0.0151
79072,Teatime Cake Tin With Handle,Teatime,3083.2,284,107,12.71,6.96,0.0151
21707,"Folding Umbrella , Black/Blue  Spot",Folding,3077.01,775,69,5.07,0.0,0.015
84279B,Cherry Blossom Decorative Flask,Cherry,3076.92,808,215,4.3,4.02,0.015
21765,Hanging Metal Bird Bath,Hanging,3076.39,371,143,9.03,1.35,0.015
22347,Pizza Slice Dish,Pizza,3074.18,2680,113,1.67,0.0,0.015
23188,Vintage  2 Meter Folding Ruler,Vintage,3073.72,1844,181,1.88,0.88,0.015
22372,Airline Bag Vintage World Champion,Airline,3073.43,604,287,5.34,1.03,0.015
22154,Angel Decoration 3 Buttons,Angel,3073.32,7114,317,0.53,4.08,0.015
84912B,Green Rose Washbag,Green,3072.64,1125,259,3.51,0.0,0.015
22473,Tv Dinner Tray Vintage Paisley,Tv,3070.92,811,209,5.2,0.0,0.015
22757,Large Red Babushka Notebook,Large,3070.18,2696,308,1.52,0.32,0.015
21206,Strawberry Honeycomb  Garland,Strawberry,3067.8999999999996,2155,238,1.86,1.64,0.015
21537,Red Retrospot Pudding Bowl,Red,3065.45,711,182,4.67,4.71,0.015
22963,Jam Jar With Green Lid,Jam,3060.43,3670,317,1.07,3.59,0.0149
20985,Heart Calculator,Heart,3047.99,2370,291,1.54,1.96,0.0149
84969,Box Of 6 Assorted Colour Teaspoons,Box,3047.91,701,255,4.75,1.45,0.0149
21408,Spotty Pink Duck Doorstop,Spotty,3045.31,703,240,5.91,1.23,0.0149
22754,Small Red Babushka Notebook,Small,3044.8599999999997,3924,492,0.99,0.2,0.0149
23461,Sweetheart Bird House,Sweetheart,3041.21,847,94,4.55,0.99,0.0149
23329,Decorative Wicker Heart Large,Decorative,3038.1899999999996,1767,233,1.77,0.4,0.0148
22208,Wood Stamp Set Thank You,Wood,3036.95,2366,433,1.56,0.68,0.0148
22037,Robot Birthday Card,Robot,3035.7,7054,634,0.52,0.16,0.0148
21588,Retro Spot Giant  Tube Matches,Retro,3034.9500000000003,1295,102,2.52,1.03,0.0148
15044C,Purple Paper Parasol,Purple,3027.26,967,231,3.82,1.69,0.0148
23242,Treasure Tin Buffalo Bill,Treasure,3024.63,1470,214,2.28,1.36,0.0148
23237,Set Of 4 Knick Knack Tins Leaf,Set,3020.61,747,123,4.27,5.35,0.0148
22067,Choc Truffle Gold Trinket Pot,Choc,3019.3199999999997,1855,252,2.1,4.51,0.0147
21626,Vintage Union Jack Pennant,Vintage,3017.0699999999997,1496,204,2.33,5.5,0.0147
22349,"Dog Bowl , Chasing Ball Design",Dog,3014.3,754,136,4.17,2.9,0.0147
22402,Magnets Pack Of 4 Vintage Collage,Magnets,3012.78,3431,250,0.92,1.17,0.0147
22202,Milk Pan Pink Retrospot,Milk,3011.2400000000002,743,184,5.12,4.33,0.0147
22805,Blue Drawer Knob Acrylic Edwardian,Blue,3008.82,2207,231,1.66,0.86,0.0147
23236,Doiley Storage Tin,Doiley,3004.46,1094,122,3.1,4.9,0.0147
22712,Card Dolly Girl,Card,3002.42,7295,508,0.55,0.78,0.0147
22755,Small Purple Babushka Notebook,Small,2997.63,3776,499,0.98,0.2,0.0146
84912A,Pink Rose Washbag,Pink,2996.44,1094,231,3.62,0.0,0.0146
23390,Dolly Girl Mini Backpack,Dolly,2992.3900000000003,739,161,4.39,0.6,0.0146
22132,Red Love Heart Shape Cup,Red,2989.81,3345,388,1.15,0.26,0.0146
22925,Blue Giant Garden Thermometer,Blue,2989.52,488,191,6.48,2.54,0.0146
21507,"Elephant, Birthday Card,","Elephant,",2980.63,7113,489,0.5,0.34,0.0146
21354,Toast Its - Best Mum,Toast,2979.46,2476,217,1.5,0.0,0.0146
22375,Airline Bag Vintage Jet Set Brown,Airline,2969.29,590,284,5.49,0.7,0.0145
22519,Childs Garden Brush Pink,Childs,2968.77,1425,258,2.48,1.14,0.0145
21706,"Folding Umbrella , Red/White Spot",Folding,2962.82,916,104,5.29,1.93,0.0145
22905,Calendar In Season Design,Calendar,2957.17,1077,194,2.96,0.0,0.0144
22674,French Toilet Sign Blue Metal,French,2956.33,2377,297,1.45,0.99,0.0144
22664,Toy Tidy Dolly Girl Design,Toy,2954.19,1429,266,2.76,1.12,0.0144
22816,Card Motorbike Santa,Card,2950.93,6856,436,0.48,0.45,0.0144
22927,Green Giant Garden Thermometer,Green,2948.57,468,162,6.7,4.14,0.0144
23211,Red Rocking Horse Hand Painted,Red,2930.57,2329,160,1.57,0.61,0.0143
22071,Small White Retrospot Mug In Box,Small,2929.75,1147,175,3.83,3.7,0.0143
22277,Cosmetic Bag Vintage Rose Paisley,Cosmetic,2927.4900000000002,1400,250,2.48,0.79,0.0143
85049D,Bright Blues Ribbons,Bright,2922.96,2330,400,1.32,0.0,0.0143
21948,Set Of 6 Cake Chopsticks,Set,2921.36,2293,267,1.88,0.0,0.0143
21214,Set Of 72 Ivory Paper Doilies,Set,2920.8199999999997,2006,199,1.99,0.49,0.0143
22990,Cotton Apron Pantry Design,Cotton,2917.43,633,164,5.32,6.21,0.0142
21592,Retrospot Cigar Box Matches,Retrospot,2900.46,2772,286,1.16,0.2,0.0142
22518,Childs Garden Brush Blue,Childs,2899.8,1398,266,2.55,0.0,0.0142
23290,Spaceboy Childrens Bowl,Spaceboy,2890.3500000000004,2430,214,1.44,0.93,0.0141
22184,Cake Stand Victorian Filigree Large,Cake,2887.07,389,146,9.2,7.59,0.0141
21584,Retrospot Small Tube Matches,Retrospot,2886.6,1764,221,1.65,0.81,0.0141
23345,Dolly Girl Beaker,Dolly,2886.25,2451,174,1.51,1.12,0.0141
22955,36 Foil Star Cake Cases,36,2885.26,1448,185,2.26,0.0,0.0141
22811,Set Of 6 T-Lights Cacti,Set,2884.13,1021,140,4.01,0.7,0.0141
23283,Doormat Vintage Leaves Design,Doormat,2881.18,430,91,7.85,0.85,0.0141
23056,Flowers Chandelier T-Light Holder,Flowers,2879.37,960,38,6.18,14.89,0.0141
21240,Blue  Spotty Cup,Blue,2877.47,3390,370,0.99,0.9,0.0141
21465,Pink Flower Crochet Food Cover,Pink,2875.6400000000003,793,187,4.03,0.53,0.014
21821,Glitter Star Garland With Bells,Glitter,2866.6,713,153,4.84,1.27,0.014
22072,Tea Cup And Saucer Retro Spot,Tea,2866.34,700,137,4.62,4.55,0.014
22480,Red Tea Towel Classic Design,Red,2863.06,2368,263,1.27,0.0,0.014
21424,Woodland Storage Box Large,Woodland,2861.6400000000003,955,142,4.81,5.96,0.014
23427,Stool Home Sweet Home,Stool,2860.58,237,114,12.97,1.71,0.014
22073,Retro Spot Storage Jar,Retro,2853.29,729,155,4.59,5.44,0.0139
22581,Wood Stocking Christmas Scandispot,Wood,2852.6299999999997,3565,380,0.94,0.26,0.0139
23504,Playing Cards Jubilee Union Jack,Playing,2848.8900000000003,1927,208,1.35,0.0,0.0139
22930,Baking Mould Heart Milk Chocolate,Baking,2846.8,1108,189,3.07,0.52,0.0139
23212,Heart Wreath Decoration With Bell,Heart,2845.89,2284,185,1.5,1.55,0.0139
21324,Hanging Medina Lantern Small,Hanging,2845.71,1014,175,3.7,1.67,0.0139
21688,Silver Plate Candle Bowl Small,Silver,2845.6500000000005,912,142,3.61,0.7,0.0139
22080,Ribbon Reel Polkadots,Ribbon,2843.86,1676,242,2.0,0.57,0.0139
22449,Silk Purse Babushka Pink,Silk,2843.8300000000004,863,218,3.35,0.64,0.0139
21439,Basket Of Toadstools,Basket,2837.54,2259,240,1.55,0.41,0.0139
22576,Swallow Wooden Christmas Decoration,Swallow,2835.08,3132,330,1.06,0.29,0.0138
22285,"Decoration Hen On Nest, Hanging",Decoration,2829.19,1877,147,1.87,0.37,0.0138
22731,3D Christmas Stamps Stickers,3D,2828.62,2018,232,1.54,0.74,0.0138
22710,Wrap I Love London,Wrap,2821.28,7184,173,0.42,2.81,0.0138
22217,T-Light Holder Hanging Lace,T-Light,2814.81,2374,214,1.41,1.37,0.0137
22671,French Laundry Sign Blue Metal,French,2811.3399999999997,1688,246,2.04,1.2,0.0137
21508,Vintage Kid Dolly Card,Vintage,2808.62,6716,541,0.52,0.18,0.0137
35001W,Hand Open Shape Deco.White,Hand,2806.69,883,190,4.09,2.54,0.0137
22452,Measuring Tape Babushka Pink,Measuring,2806.4,1089,207,2.56,1.15,0.0137
84909A,Pink Paisley Quilt,Pink,2797.55,209,30,17.18,0.0,0.0137
22974,Childrens Dolly Girl Mug,Childrens,2795.81,1636,211,2.04,3.2,0.0137
22696,Wicker Wreath Large,Wicker,2790.83,1415,288,2.26,0.0,0.0136
21360,Joy Large Wood Letters,Joy,2790.41,441,100,10.09,0.99,0.0136
22101,Mirror Mosaic Votive Holder,Mirror,2790.27,1909,116,2.33,1.68,0.0136
85199S,Small Hanging Ivory/Red Wood Bird,Small,2789.2799999999997,6022,486,0.58,0.2,0.0136
22949,36 Doilies Dolly Girl,36,2788.5299999999997,1965,162,1.74,1.67,0.0136
84519A,Tomato Charlie+Lola Coaster Set,Tomato,2788.4500000000003,1200,203,2.97,0.0,0.0136
21796,Set Of 3 Red Stripe Baskets,Set,2782.19,324,67,12.66,0.0,0.0136
21728,Metal Medina Lantern,Metal,2773.11,298,40,13.71,4.76,0.0135
21188,3D Hearts  Honeycomb Paper Garland,3D,2771.34,912,128,3.58,1.49,0.0135
21682,Large Medina Stamped Metal Bowl,Large,2767.59,559,152,5.28,1.3,0.0135
85132B,Charlie And Lola Table Tins,Charlie,2767.53,919,123,4.94,0.81,0.0135
22365,Door Mat Respectable House,Door,2765.69,379,123,8.27,0.45,0.0135
22242,5 Hook Hanger Magic Toadstool,5,2763.96,1774,110,1.85,2.37,0.0135
23190,Bundle Of 3 School Exercise Books,Bundle,2761.8999999999996,1702,202,1.8,0.98,0.0135
22081,Ribbon Reel Flora + Fauna,Ribbon,2761.04,1559,302,2.18,0.98,0.0135
21683,Medium Medina Stamped Metal Bowl,Medium,2757.4700000000003,936,152,3.31,0.65,0.0135
23542,Wall Art 70'S Alphabet,Wall,2757.06,356,74,10.15,3.26,0.0135
22675,French Kitchen Sign Blue Metal,French,2754.95,2227,270,1.44,1.44,0.0135
15058C,Ice Cream Design Garden Parasol,Ice,2753.72,470,122,9.67,1.61,0.0134
22145,Christmas Craft Heart Stocking,Christmas,2752.66,1306,197,2.37,0.99,0.0134
84795C,Ocean Stripe Hammock,Ocean,2752.59,325,131,9.48,0.75,0.0134
23147,Single Antique Rose Hook Ivory,Single,2752.2,1868,261,1.53,2.21,0.0134
51014C,"Feather Pen,Coal Black",Feather,2751.5,4268,265,0.83,2.21,0.0134
85015,Set Of 12  Vintage Postcard Set,Set,2750.0,2908,254,1.84,0.0,0.0134
22315,200 Red + White Bendy Straws,200,2749.51,2136,387,1.45,0.51,0.0134
22525,Childrens Garden Gloves Pink,Childrens,2748.79,1946,328,1.65,0.9,0.0134
23266,Set Of 3 Wooden Stocking Decoration,Set,2743.82,2053,319,1.45,0.3,0.0134
23341,Pink Diner Wall Clock,Pink,2741.35,307,121,9.94,0.0,0.0134
22482,Blue Tea Towel Classic Design,Blue,2739.43,2319,214,1.25,0.0,0.0134
23100,Silver Bells Table Decoration,Silver,2739.38,2166,257,1.43,0.38,0.0134
22161,Heart Decoration Rustic Hanging,Heart,2738.28,6726,489,0.7,0.39,0.0134
85183B,Charlie & Lola Wastepaper Bin Flora,Charlie,2731.7599999999998,1725,171,2.45,1.71,0.0133
22066,Love Heart Trinket Pot,Love,2729.16,3435,273,1.16,1.41,0.0133
21788,Kids Rain Mac Blue,Kids,2725.0899999999997,3375,206,0.91,2.74,0.0133
22167,Oval Wall Mirror Diamante,Oval,2724.42,265,174,10.96,5.0,0.0133
16161U,Wrap Suki And Friends,Wrap,2721.92,6676,208,0.42,0.93,0.0133
22818,Card Christmas Village,Card,2720.86,6290,404,0.48,1.22,0.0133
22651,Gentleman Shirt Repair Kit,Gentleman,2720.86,3175,270,1.16,0.0,0.0133
22914,Blue Coat Rack Paris Fashion,Blue,2720.66,570,170,5.45,2.29,0.0133
23164,Regency Cake Slice,Regency,2718.65,578,92,5.58,1.08,0.0133
22650,Ceramic Pirate Chest Money Bank,Ceramic,2717.8799999999997,1786,282,1.85,2.4,0.0133
21808,"Christmas Garland Stars,Trees",Christmas,2715.53,1001,144,3.6,3.31,0.0133
47480,Hanging Photo Clip Rope Ladder,Hanging,2713.9799999999996,1638,150,2.29,1.32,0.0133
22524,Childrens Garden Gloves Blue,Childrens,2713.23,1925,293,1.58,0.67,0.0133
22231,Jigsaw Tree With Birdhouse,Jigsaw,2712.48,2135,297,1.55,5.64,0.0132
21096,Set/6 Fruit Salad  Paper Plates,Set/6,2711.7099999999996,15919,143,0.66,0.69,0.0132
23407,Set Of 2 Trays Home Sweet Home,Set,2709.43,265,133,10.68,2.92,0.0132
47503J,Set/3 Floral Garden Tools In Bag,Set/3,2703.25,343,74,10.9,3.9,0.0132
21744,Snowflake Portable Table Light,Snowflake,2697.1600000000003,898,217,3.18,0.45,0.0132
23333,Ivory Wicker Heart Medium,Ivory,2695.45,2089,233,1.33,0.41,0.0132
22667,Recipe Box Retro Spot Design,Recipe,2694.65,959,178,2.94,4.24,0.0132
85035C,Rose 3 Wick Morris Box Candle,Rose,2693.85,1356,197,3.2,0.49,0.0132
21224,Set/4 Skull Badges,Set/4,2691.91,2171,312,1.25,0.94,0.0131
22479,Daisy Garden Marker,Daisy,2691.19,1939,214,1.58,0.0,0.0131
23264,Set Of 3 Wooden Sleigh Decorations,Set,2690.81,1963,299,1.5,0.32,0.0131
22436,12 Coloured Party Balloons,12,2687.05,4215,289,0.68,1.01,0.0131
21204,Daisies  Honeycomb Garland,Daisies,2682.99,1608,205,1.99,0.96,0.0131
22495,Set Of 2 Round Tins Camembert,Set,2682.32,940,237,3.42,0.42,0.0131
90057,Diamante Ring Assorted In Box.,Diamante,2675.88,1804,37,1.8,0.0,0.0131
22155,Star Decoration Rustic,Star,2671.81,5925,340,0.56,0.84,0.013
21980,Pack Of 12 Red Retrospot Tissues,Pack,2668.33,8616,405,0.39,0.87,0.013
22028,Penny Farthing Birthday Card,Penny,2665.13,6344,507,0.53,0.39,0.013
21923,Red/Cream Stripe Fringe Hammock,Red/Cream,2662.64,337,119,8.58,1.65,0.013
21109,Large Cake Towel Chocolate Spots,Large,2661.67,925,104,5.37,0.44,0.013
85049B,Lush Greens Ribbons,Lush,2653.3,2126,338,1.32,0.0,0.013
21693,Small Hammered Silver Candlepot,Small,2648.6200000000003,871,120,3.39,0.0,0.0129
22500,Set Of 2 Tins Jardin De Provence,Set,2647.31,580,198,5.19,0.5,0.0129
21742,Large Round Wicker Platter,Large,2647.28,437,193,6.05,0.0,0.0129
23146,Triple Hook Antique Ivory Rose,Triple,2645.2599999999998,798,227,3.51,8.7,0.0129
22152,Place Setting White Star,Place,2642.2799999999997,6241,241,0.52,1.58,0.0129
21897,Potting Shed Candle Citronella,Potting,2641.36,866,106,3.11,1.82,0.0129
82600,N0 Singing Metal Sign,N0,2639.42,1225,49,2.67,0.58,0.0129
22270,Happy Easter Hanging Decoration,Happy,2638.67,685,153,4.25,4.24,0.0129
84754,S/15 Silver Glass Baubles In Bag,S/15,2634.59,2083,218,1.55,0.88,0.0129
85049F,Baby Boom Ribbons,Baby,2634.0,2110,314,1.31,0.62,0.0129
22146,Easter Craft Ivy Wreath With Chick,Easter,2633.13,1413,107,2.0,1.8,0.0129
22376,Airline Bag Vintage Jet Set White,Airline,2632.18,529,246,5.22,0.0,0.0129
84012,Magic Sheep Wool Growing From Paper,Magic,2628.47,1838,179,1.73,0.55,0.0128
21422,Porcelain Rose Small,Porcelain,2619.17,3160,147,1.08,1.33,0.0128
22758,Large Purple Babushka Notebook,Large,2618.35,2437,314,1.53,0.93,0.0128
84849D,Hot Baths Soap Holder,Hot,2618.27,1558,260,1.9,1.14,0.0128
22713,Card I Love London,Card,2616.12,6084,368,0.56,0.54,0.0128
72800E,4 Ivory Dinner Candles Silver Flock,4,2613.82,1388,286,2.49,0.34,0.0128
22046,Tea Party  Wrapping Paper,Tea,2613.5,6375,208,0.42,0.95,0.0128
47585A,Pink Fairy Cake Cushion Cover,Pink,2612.88,1084,148,4.46,1.33,0.0128
85034B,3 White Choc Morris Boxed Candles,3,2606.64,1183,152,3.3,0.0,0.0127
85227,Set Of 6 3D Kit Cards For Kids,Set,2605.75,2848,392,1.11,0.66,0.0127
23054,Recycled Acapulco Mat Lavender,Recycled,2604.93,295,130,9.53,0.76,0.0127
85034C,3 Rose Morris Boxed Candles,3,2604.15,1314,197,2.91,2.86,0.0127
23196,Vintage Leaf Magnetic Notepad,Vintage,2601.15,1707,274,1.82,0.98,0.0127
72799E,Ivory Pillar Candle Silver Flock,Ivory,2600.6400000000003,1232,178,2.94,0.56,0.0127
